Time,IndexTipX,IndexTipY,IndexTipZ,Trial
0.364364,-0.336595,5.428601,-0.804745,9
0.375609,-0.331544,5.430569,-0.804202,9
0.386776,-0.325400,5.432841,-0.802790,9
0.398387,-0.315945,5.435066,-0.802132,9
0.409099,-0.305707,5.437061,-0.801632,9
0.419849,-0.290930,5.439542,-0.801227,9
0.430825,-0.276015,5.443020,-0.799106,9
0.443266,-0.259065,5.446994,-0.793995,9
0.452946,-0.236708,5.451987,-0.787744,9
0.464649,-0.210798,5.458898,-0.776896,9
0.476825,-0.182996,5.465186,-0.764508,9
0.486334,-0.156319,5.471574,-0.752280,9
0.497005,-0.126996,5.480416,-0.732023,9
0.509756,-0.104275,5.490791,-0.708677,9
0.526656,-0.081674,5.498790,-0.688916,9
0.531036,-0.058232,5.505515,-0.670047,9
0.542276,-0.041275,5.514627,-0.643197,9
0.552962,-0.026662,5.522713,-0.618978,9
0.564370,-0.017004,5.531112,-0.592415,9
0.575434,-0.008736,5.538782,-0.567940,9
0.586345,-0.003795,5.546758,-0.542230,9
0.597755,0.002029,5.553180,-0.519417,9
0.614828,0.003820,5.559853,-0.494115,9
0.619340,0.013674,5.563695,-0.475386,9
0.631093,0.016673,5.568953,-0.454381,9
0.643190,0.021097,5.572590,-0.436693,9
0.652777,0.026707,5.575709,-0.425047,9
0.664472,0.029266,5.578806,-0.417243,9
0.675968,0.032102,5.580753,-0.414253,9
0.687677,0.032500,5.582163,-0.414374,9
0.702555,0.031864,5.583360,-0.416543,9
0.712078,0.035049,5.583091,-0.419497,9
0.730108,0.029527,5.579901,-0.424032,9
0.735115,0.035090,5.578606,-0.428522,9
0.962177,-0.034053,5.551735,-0.431274,9
0.972921,-0.038755,5.551113,-0.432817,9
0.984450,-0.050828,5.548732,-0.433211,9
0.995324,-0.059356,5.545986,-0.429623,9
1.006474,-0.070657,5.541875,-0.424704,9
1.017036,-0.078112,5.538738,-0.420717,9
1.028829,-0.089880,5.534744,-0.413489,9
1.040312,-0.099164,5.529016,-0.407916,9
1.050886,-0.106093,5.524092,-0.403373,9
1.067120,-0.120999,5.514829,-0.394307,9
1.072845,-0.122299,5.512651,-0.391640,9
1.084984,-0.131425,5.505333,-0.384306,9
1.095496,-0.137663,5.500591,-0.379095,9
1.107115,-0.149019,5.491858,-0.371254,9
1.118210,-0.154251,5.486041,-0.368204,9
1.129608,-0.162176,5.478379,-0.361332,9
1.140713,-0.168470,5.471073,-0.356292,9
1.151870,-0.172414,5.464864,-0.351390,9
1.163463,-0.177160,5.457170,-0.344453,9
1.174152,-0.179969,5.451453,-0.339774,9
1.185428,-0.183975,5.445379,-0.335029,9
1.197104,-0.187335,5.441439,-0.331946,9
0.008242,-0.191599,5.436739,-0.326769,10
0.019401,-0.194378,5.434914,-0.324266,10
0.030960,-0.197686,5.432733,-0.321176,10
0.042269,-0.201102,5.430599,-0.320181,10
0.053764,-0.204397,5.428809,-0.319855,10
0.064320,-0.207531,5.427161,-0.320363,10
0.076050,-0.210536,5.425756,-0.321364,10
0.085953,-0.213725,5.424898,-0.322295,10
0.097577,-0.216235,5.424472,-0.322804,10
0.109488,-0.218359,5.423832,-0.323801,10
0.119493,-0.219639,5.423693,-0.324188,10
0.130592,-0.221405,5.423614,-0.324962,10
0.142451,-0.222466,5.423954,-0.325203,10
0.152967,-0.223802,5.424667,-0.325444,10
0.164054,-0.224663,5.425498,-0.325313,10
0.176202,-0.225519,5.426669,-0.324082,10
0.186515,-0.226420,5.427821,-0.322230,10
0.197365,-0.227848,5.428839,-0.319648,10
0.208512,-0.229114,5.429652,-0.316556,10
0.219525,-0.230708,5.430727,-0.312626,10
0.230808,-0.232036,5.431637,-0.308222,10
0.242102,-0.234156,5.432224,-0.302390,10
0.253146,-0.235531,5.432790,-0.297194,10
0.264177,-0.236368,5.433545,-0.291052,10
0.275692,-0.237446,5.434235,-0.284982,10
0.285841,-0.237688,5.434938,-0.279093,10
0.297341,-0.238272,5.435760,-0.271975,10
0.309017,-0.238108,5.436874,-0.264641,10
0.319603,-0.238440,5.438165,-0.255870,10
0.330781,-0.237773,5.440279,-0.245981,10
0.341981,-0.237330,5.441973,-0.236626,10
0.353478,-0.235864,5.443624,-0.226297,10
0.364066,-0.234574,5.444753,-0.217138,10
0.376748,-0.232485,5.445409,-0.207690,10
0.386287,-0.230486,5.445774,-0.199566,10
0.397215,-0.228953,5.446073,-0.189368,10
0.408981,-0.227423,5.445640,-0.179717,10
0.419429,-0.226879,5.444795,-0.169489,10
0.430697,-0.225850,5.443579,-0.159989,10
0.447768,-0.223261,5.439162,-0.152909,10
0.453446,-0.223584,5.438122,-0.144224,10
0.463885,-0.223280,5.434362,-0.136012,10
0.475921,-0.222728,5.429044,-0.129485,10
0.486219,-0.223623,5.423144,-0.122270,10
0.497432,-0.224287,5.417095,-0.114511,10
0.509212,-0.225610,5.407798,-0.106540,10
0.519509,-0.226998,5.401248,-0.098671,10
0.530570,-0.227336,5.390047,-0.089488,10
0.542167,-0.227809,5.379134,-0.080214,10
0.553229,-0.228492,5.371069,-0.071506,10
0.563319,-0.228682,5.362589,-0.061648,10
0.575502,-0.227904,5.354405,-0.051395,10
0.586201,-0.226131,5.347923,-0.040772,10
0.597356,-0.224940,5.341948,-0.031308,10
0.608985,-0.223985,5.333999,-0.021292,10
0.619466,-0.224301,5.330024,-0.015778,10
0.630782,-0.223901,5.321851,-0.007676,10
0.641905,-0.223837,5.316318,-0.001574,10
0.652633,-0.223972,5.311637,0.003482,10
0.003770,-0.223591,5.306800,0.009058,11
0.015614,-0.223339,5.303769,0.012993,11
0.026203,-0.222830,5.300529,0.016083,11
0.036834,-0.222748,5.298281,0.018340,11
0.049069,-0.222806,5.295620,0.019994,11
0.058931,-0.222784,5.293955,0.021523,11
0.070503,-0.222345,5.291356,0.023957,11
0.082109,-0.222145,5.289157,0.026106,11
0.092707,-0.222112,5.288051,0.027224,11
0.103406,-0.222283,5.287043,0.029998,11
0.114945,-0.222328,5.286440,0.032082,11
0.125772,-0.222526,5.285765,0.033851,11
0.136651,-0.221956,5.285398,0.035820,11
0.148698,-0.221483,5.284867,0.038272,11
0.159740,-0.220666,5.284927,0.039537,11
0.170682,-0.219369,5.285050,0.040172,11
0.182077,-0.218264,5.285171,0.040188,11
0.192351,-0.217511,5.285362,0.038204,11
0.203677,-0.216780,5.285679,0.034007,11
0.214815,-0.216213,5.286134,0.027718,11
0.226095,-0.215735,5.286911,0.018299,11
0.237188,-0.216174,5.287517,0.005835,11
0.248073,-0.216510,5.288433,-0.015058,11
0.258575,-0.216748,5.289175,-0.034488,11
0.270491,-0.217482,5.290654,-0.059618,11
0.282044,-0.217719,5.292295,-0.083306,11
0.292303,-0.218737,5.293090,-0.108330,11
0.303723,-0.219852,5.295314,-0.133448,11
0.315599,-0.220530,5.297333,-0.158958,11
0.325886,-0.220266,5.300426,-0.187717,11
0.336620,-0.219673,5.302959,-0.216579,11
0.348575,-0.217823,5.307595,-0.245515,11
0.359399,-0.215594,5.311197,-0.272237,11
0.370292,-0.211359,5.316968,-0.299603,11
0.382904,-0.207266,5.324053,-0.327727,11
0.399244,-0.202837,5.332558,-0.356932,11
0.403680,-0.198947,5.335432,-0.382445,11
0.415055,-0.195292,5.341811,-0.410097,11
0.426194,-0.190928,5.349473,-0.439058,11
0.437076,-0.187492,5.354368,-0.463914,11
0.448205,-0.182175,5.362973,-0.491802,11
0.459545,-0.177587,5.368992,-0.516732,11
0.470170,-0.172329,5.376642,-0.541243,11
0.482473,-0.169147,5.385735,-0.564757,11
0.492306,-0.167872,5.390574,-0.584447,11
0.503819,-0.166013,5.400395,-0.606020,11
0.515178,-0.163960,5.405558,-0.625963,11
0.525875,-0.161856,5.412198,-0.646175,11
0.536604,-0.159556,5.417731,-0.663954,11
0.548407,-0.156111,5.426641,-0.682272,11
0.559344,-0.153579,5.431146,-0.697115,11
0.575461,-0.150151,5.441830,-0.714106,11
0.581385,-0.148651,5.444867,-0.724910,11
0.593389,-0.146501,5.449693,-0.736036,11
0.603497,-0.143297,5.455413,-0.748097,11
0.614371,-0.139562,5.460310,-0.757748,11
0.625837,-0.135035,5.467466,-0.767961,11
0.637209,-0.130443,5.472447,-0.776364,11
0.647994,-0.125028,5.479100,-0.784384,11
0.659276,-0.120046,5.484348,-0.790069,11
0.675124,-0.112195,5.492746,-0.796553,11
0.682098,-0.107598,5.496025,-0.799429,11
0.692122,-0.102561,5.499790,-0.801631,11
0.703946,-0.096163,5.505799,-0.803242,11
0.715283,-0.089529,5.510292,-0.802994,11
0.726165,-0.084146,5.516034,-0.801212,11
0.736491,-0.080593,5.520343,-0.799193,11
0.008134,-0.076334,5.526423,-0.796366,12
0.019534,-0.073159,5.531566,-0.791929,12
0.035350,-0.067877,5.538640,-0.785569,12
0.041679,-0.066068,5.540956,-0.781968,12
0.053099,-0.063251,5.543147,-0.778397,12
0.063878,-0.060634,5.544538,-0.773724,12
0.074797,-0.059244,5.545120,-0.768533,12
0.085339,-0.057823,5.545333,-0.763003,12
0.096935,-0.057653,5.544823,-0.757240,12
0.108947,-0.055591,5.533403,-0.748149,12
0.118944,-0.054524,5.523670,-0.741744,12
0.130847,-0.053931,5.498206,-0.730870,12
0.142298,-0.054141,5.480679,-0.725451,12
0.152705,-0.054503,5.478190,-0.722391,12
0.169123,-0.053958,5.479579,-0.716700,12
0.174383,-0.054581,5.481317,-0.710748,12
0.186100,-0.054558,5.483783,-0.703381,12
0.196514,-0.055088,5.486251,-0.693798,12
0.208118,-0.054070,5.488344,-0.684441,12
0.219298,-0.053594,5.490610,-0.674611,12
0.230802,-0.052406,5.492753,-0.664103,12
0.241587,-0.050212,5.495234,-0.653620,12
0.252495,-0.049409,5.497779,-0.642928,12
0.263877,-0.047532,5.500107,-0.632422,12
0.274159,-0.045540,5.502687,-0.623222,12
0.285478,-0.043753,5.505918,-0.614684,12
0.297086,-0.041041,5.513750,-0.605583,12
0.307874,-0.039583,5.527396,-0.597938,12
0.319385,-0.037544,5.545402,-0.590894,12
0.330228,-0.036939,5.572393,-0.590948,12
0.341350,-0.035142,5.580564,-0.587684,12
0.358542,-0.035406,5.580573,-0.584537,12
0.363158,-0.030770,5.581567,-0.575754,12
0.375161,-0.029218,5.580513,-0.568010,12
0.385238,-0.028217,5.578915,-0.559560,12
0.396639,-0.028959,5.578074,-0.550042,12
0.408736,-0.032594,5.576281,-0.540014,12
0.419409,-0.034305,5.575596,-0.529443,12
0.430186,-0.037828,5.573788,-0.519389,12
0.441338,-0.042605,5.571375,-0.510740,12
0.452272,-0.046141,5.569116,-0.502666,12
0.463093,-0.051849,5.565851,-0.496742,12
0.474938,-0.057350,5.562613,-0.492649,12
0.491085,-0.068324,5.556303,-0.492091,12
0.496584,-0.071060,5.556027,-0.486478,12
0.507276,-0.080445,5.551641,-0.485411,12
0.519619,-0.089440,5.547400,-0.485484,12
0.530200,-0.100110,5.542907,-0.486066,12
0.541102,-0.109463,5.538466,-0.487397,12
0.551916,-0.118232,5.534235,-0.490124,12
0.563755,-0.129388,5.527906,-0.495816,12
0.575045,-0.137087,5.522984,-0.500281,12
0.585001,-0.143054,5.517550,-0.505299,12
0.602283,-0.153106,5.507954,-0.515801,12
0.608052,-0.152298,5.505696,-0.517421,12
0.618648,-0.153689,5.499983,-0.523165,12
0.629876,-0.157854,5.493358,-0.529048,12
0.641056,-0.160346,5.486928,-0.533231,12
0.652416,-0.160469,5.480721,-0.536953,12
0.663295,-0.162457,5.473670,-0.540833,12
0.675376,-0.163223,5.467376,-0.545029,12
0.685595,-0.167398,5.459893,-0.547259,12
0.696474,-0.169084,5.454866,-0.547921,12
0.714085,-0.179817,5.445213,-0.552393,12
0.718644,-0.177309,5.444554,-0.550007,12
0.730437,-0.183054,5.438970,-0.550024,12
0.740557,-0.186820,5.434941,-0.550185,12
0.752238,-0.190421,5.430393,-0.550807,12
0.763277,-0.195279,5.426543,-0.550057,12
0.776283,-0.199861,5.423197,-0.547876,12
0.784780,-0.201554,5.421570,-0.544012,12
0.796352,-0.204884,5.419386,-0.538505,12
0.813597,-0.210890,5.414726,-0.535261,12
0.818900,-0.209550,5.415023,-0.528496,12
0.829881,-0.212038,5.412866,-0.522308,12
0.841365,-0.213651,5.410270,-0.514914,12
0.851899,-0.212553,5.409739,-0.505917,12
0.862621,-0.212634,5.407975,-0.497783,12
0.874406,-0.211403,5.406066,-0.488566,12
0.885726,-0.210352,5.404140,-0.479736,12
0.896357,-0.210767,5.405082,-0.462442,12
0.908642,-0.211538,5.404817,-0.447867,12
0.930471,-0.217186,5.399243,-0.441905,12
0.941214,-0.219412,5.397215,-0.438133,12
0.947631,-0.218770,5.398042,-0.429887,12
0.950765,-0.218265,5.399858,-0.418479,12
0.959052,-0.219952,5.400868,-0.408057,12
0.969838,-0.224765,5.401059,-0.397578,12
0.981474,-0.230305,5.400508,-0.388550,12
0.992067,-0.235286,5.400661,-0.378560,12
1.003331,-0.241879,5.400735,-0.370185,12
1.019067,-0.250501,5.401073,-0.364683,12
1.025839,-0.257426,5.400985,-0.361746,12
1.036049,-0.263971,5.401111,-0.359582,12
0.007935,-0.270016,5.401700,-0.356247,13
0.019718,-0.274265,5.402206,-0.354083,13
0.029818,-0.278694,5.402730,-0.352661,13
0.041076,-0.282395,5.403162,-0.352558,13
0.052583,-0.287183,5.403494,-0.353285,13
0.063622,-0.291259,5.404412,-0.353659,13
0.074073,-0.295645,5.404868,-0.354668,13
0.085990,-0.300012,5.405846,-0.355743,13
0.104008,-0.305064,5.407397,-0.356788,13
0.109778,-0.309822,5.407068,-0.359495,13
0.119710,-0.315118,5.407140,-0.361663,13
0.129870,-0.318139,5.407379,-0.363352,13
0.140971,-0.320052,5.407988,-0.363576,13
0.151945,-0.321142,5.408946,-0.362246,13
0.163198,-0.322239,5.410742,-0.360138,13
0.174207,-0.323176,5.412080,-0.357720,13
0.184979,-0.325614,5.413636,-0.355034,13
0.195778,-0.330034,5.414715,-0.352536,13
0.208498,-0.334978,5.416236,-0.349014,13
0.218794,-0.341837,5.417169,-0.344792,13
0.230188,-0.348186,5.417717,-0.341460,13
0.240426,-0.354587,5.418487,-0.337828,13
0.251834,-0.361601,5.419642,-0.334926,13
0.263529,-0.367699,5.420890,-0.332462,13
0.274081,-0.375567,5.421177,-0.331041,13
0.285640,-0.383070,5.421538,-0.328045,13
0.298016,-0.389806,5.422634,-0.323261,13
0.308675,-0.395623,5.423435,-0.317199,13
0.320101,-0.400179,5.425153,-0.307502,13
0.331784,-0.406634,5.426062,-0.298578,13
0.342282,-0.412841,5.426722,-0.289235,13
0.354685,-0.418850,5.426462,-0.280289,13
0.365682,-0.423932,5.426676,-0.273625,13
0.376898,-0.429325,5.426674,-0.266979,13
0.388607,-0.433197,5.426853,-0.259375,13
0.398827,-0.438009,5.426768,-0.252696,13
0.410483,-0.442956,5.426193,-0.245489,13
0.422146,-0.447638,5.424849,-0.238643,13
0.433221,-0.454202,5.423428,-0.232628,13
0.449889,-0.457624,5.420936,-0.225174,13
0.455893,-0.465902,5.419806,-0.216725,13
0.467178,-0.469596,5.418131,-0.206317,13
0.477959,-0.473826,5.417167,-0.192873,13
0.490268,-0.475221,5.415717,-0.179642,13
0.500539,-0.476394,5.414804,-0.165302,13
0.511542,-0.477783,5.414179,-0.151376,13
0.523308,-0.477103,5.412732,-0.137206,13
0.533713,-0.478312,5.411528,-0.122959,13
0.545167,-0.478415,5.409640,-0.107927,13
0.557046,-0.478826,5.407804,-0.092252,13
0.566993,-0.479075,5.406298,-0.075701,13
0.583751,-0.476143,5.404023,-0.058917,13
0.589681,-0.479523,5.402932,-0.044917,13
0.600838,-0.479043,5.401349,-0.029691,13
0.611439,-0.480437,5.399913,-0.016916,13
0.623084,-0.480277,5.398283,-0.003511,13
0.633886,-0.482049,5.396957,0.010490,13
0.644680,-0.482022,5.395429,0.024885,13
0.656115,-0.482782,5.393993,0.039473,13
0.667096,-0.481016,5.392618,0.053604,13
0.684025,-0.475409,5.390930,0.068047,13
0.689836,-0.473640,5.390248,0.078385,13
0.700515,-0.467331,5.389309,0.089317,13
0.711519,-0.460831,5.388509,0.098648,13
0.723236,-0.452449,5.387727,0.108895,13
0.733403,-0.445646,5.387427,0.117336,13
0.745067,-0.435996,5.387054,0.126884,13
0.756491,-0.427135,5.386703,0.134760,13
0.767177,-0.418733,5.386168,0.143279,13
0.784191,-0.407710,5.385109,0.151996,13
0.789730,-0.402835,5.384888,0.157443,13
0.800659,-0.395447,5.384142,0.163065,13
0.811431,-0.389704,5.383509,0.168599,13
0.822837,-0.382964,5.382589,0.173298,13
0.834084,-0.377720,5.381757,0.176867,13
0.844594,-0.370836,5.381063,0.179361,13
0.856318,-0.364812,5.380434,0.179976,13
0.873480,-0.353887,5.379587,0.180605,13
0.878124,-0.350114,5.379644,0.177249,13
0.890023,-0.342590,5.379478,0.174306,13
0.900019,-0.336670,5.379327,0.169152,13
0.910987,-0.331785,5.379279,0.163986,13
0.922848,-0.326435,5.379341,0.157094,13
0.933506,-0.324274,5.379303,0.149730,13
0.944490,-0.322678,5.379313,0.139808,13
0.956652,-0.322717,5.379090,0.128359,13
0.966940,-0.324137,5.378802,0.115053,13
0.984149,-0.323731,5.378167,0.100692,13
0.989324,-0.329585,5.377738,0.084712,13
1.000420,-0.332352,5.377519,0.068965,13
1.010809,-0.336751,5.376879,0.053512,13
1.023082,-0.340634,5.375975,0.036116,13
1.033572,-0.346676,5.375139,0.017199,13
1.044924,-0.352136,5.374524,-0.003964,13
1.055770,-0.359809,5.373222,-0.026603,13
1.072598,-0.363773,5.371675,-0.052482,13
1.077629,-0.374469,5.369460,-0.078124,13
1.089472,-0.380532,5.368457,-0.105017,13
1.099768,-0.387340,5.366886,-0.132980,13
1.111130,-0.392798,5.365482,-0.162165,13
1.123237,-0.398404,5.364308,-0.191752,13
1.133014,-0.406500,5.362054,-0.219893,13
1.144265,-0.413681,5.360524,-0.247770,13
1.161693,-0.419365,5.361642,-0.276241,13
1.166436,-0.428800,5.358810,-0.300060,13
1.178230,-0.436490,5.358822,-0.324511,13
1.189659,-0.442570,5.361097,-0.347688,13
1.200419,-0.448127,5.362766,-0.369146,13
1.210588,-0.453707,5.363956,-0.389809,13
1.222733,-0.458071,5.368093,-0.410848,13
1.233476,-0.462795,5.370821,-0.429794,13
1.244249,-0.467402,5.375686,-0.448146,13
1.256596,-0.471789,5.382041,-0.464959,13
1.272776,-0.476457,5.392815,-0.479122,13
1.278016,-0.477807,5.393379,-0.493058,13
1.289069,-0.477532,5.399660,-0.510920,13
1.300173,-0.476953,5.406388,-0.523749,13
1.311460,-0.476771,5.412817,-0.535595,13
1.322512,-0.475257,5.421655,-0.549508,13
1.333403,-0.474267,5.428063,-0.560230,13
1.344384,-0.472596,5.435228,-0.571581,13
1.356048,-0.471613,5.442987,-0.581011,13
1.366428,-0.468606,5.450871,-0.589468,13
1.377919,-0.467152,5.457642,-0.595746,13
1.390079,-0.463762,5.466277,-0.602837,13
1.399611,-0.462820,5.471267,-0.606098,13
1.410849,-0.459378,5.478723,-0.611559,13
1.422606,-0.453741,5.485570,-0.616000,13
1.433300,-0.447968,5.490520,-0.621903,13
1.449195,-0.438303,5.498639,-0.628835,13
1.455382,-0.435183,5.499446,-0.634755,13
1.466717,-0.428156,5.503510,-0.640859,13
1.477826,-0.421784,5.506178,-0.648172,13
1.489119,-0.413671,5.510368,-0.656292,13
1.500028,-0.406003,5.513338,-0.664991,13
1.511039,-0.397845,5.514090,-0.673843,13
1.522286,-0.388266,5.515870,-0.683431,13
1.533305,-0.379936,5.516526,-0.692372,13
1.544435,-0.371503,5.517811,-0.702231,13
1.556127,-0.364544,5.516897,-0.712143,13
1.565855,-0.357995,5.516491,-0.721952,13
1.577768,-0.351454,5.515680,-0.731540,13
1.589402,-0.344694,5.515259,-0.738262,13
1.599633,-0.339221,5.514174,-0.745313,13
1.611192,-0.333448,5.514165,-0.750001,13
1.623153,-0.328322,5.513525,-0.753246,13
1.633570,-0.325539,5.512516,-0.757772,13
1.643971,-0.322436,5.511363,-0.760971,13
1.656059,-0.321012,5.510325,-0.762907,13
1.666511,-0.318732,5.509805,-0.763911,13
1.677545,-0.317926,5.509146,-0.764840,13
1.689189,-0.317327,5.508491,-0.764322,13
1.706239,-0.317313,5.507071,-0.764613,13
1.710752,-0.318942,5.505560,-0.768217,13
1.722839,-0.318939,5.505002,-0.769502,13
1.733382,-0.318207,5.504434,-0.771006,13
1.744156,-0.317123,5.504490,-0.771929,13
1.756495,-0.315968,5.505298,-0.772167,13
1.765730,-0.315902,5.505530,-0.772374,13
1.777661,-0.316305,5.505186,-0.773009,13
1.789404,-0.317540,5.504948,-0.773568,13
1.799416,-0.319139,5.504473,-0.774307,13
1.810968,-0.319943,5.504807,-0.774181,13
0.002954,-0.320860,5.505615,-0.772492,14
0.013292,-0.321822,5.506808,-0.769962,14
0.024007,-0.322821,5.507900,-0.768244,14
0.035870,-0.323520,5.509235,-0.766026,14
0.046528,-0.324331,5.510014,-0.764482,14
0.057248,-0.323063,5.510742,-0.764304,14
0.069442,-0.321463,5.511893,-0.765033,14
0.079649,-0.317740,5.513123,-0.766433,14
0.090921,-0.313922,5.513809,-0.768551,14
0.101975,-0.310372,5.514429,-0.771266,14
0.113306,-0.307404,5.514534,-0.775078,14
0.124191,-0.303116,5.514629,-0.779640,14
0.135604,-0.297978,5.514122,-0.786312,14
0.145782,-0.291273,5.513661,-0.793311,14
0.157390,-0.285301,5.512766,-0.800548,14
0.170019,-0.279694,5.511995,-0.808317,14
0.179293,-0.275329,5.510891,-0.815074,14
0.190972,-0.271637,5.510272,-0.822016,14
0.203030,-0.270877,5.508593,-0.829557,14
0.212764,-0.272161,5.506594,-0.835620,14
0.224528,-0.274056,5.504118,-0.843575,14
0.236065,-0.276139,5.501873,-0.851935,14
0.246300,-0.277584,5.500240,-0.858360,14
0.257635,-0.279439,5.499373,-0.862065,14
0.269014,-0.282720,5.498270,-0.864417,14
0.279666,-0.286054,5.497516,-0.866364,14
0.291073,-0.290910,5.496516,-0.867685,14
0.302282,-0.295513,5.495742,-0.868545,14
0.312837,-0.297490,5.495510,-0.869535,14
0.324390,-0.299266,5.495812,-0.870501,14
0.335807,-0.299453,5.496504,-0.870551,14
0.346427,-0.300848,5.497323,-0.869181,14
0.357523,-0.300758,5.498203,-0.867589,14
0.369258,-0.304111,5.498905,-0.866411,14
0.378964,-0.306359,5.499594,-0.864792,14
0.390901,-0.312363,5.499907,-0.864665,14
0.402700,-0.318465,5.500665,-0.864417,14
0.412891,-0.323644,5.501118,-0.865140,14
0.424287,-0.333012,5.501476,-0.866946,14
0.435844,-0.342140,5.501435,-0.868238,14
0.446655,-0.352936,5.501046,-0.869393,14
0.456930,-0.362402,5.500551,-0.870120,14
0.469209,-0.377032,5.499249,-0.872264,14
0.480071,-0.390011,5.497942,-0.873266,14
0.490603,-0.400769,5.497641,-0.873212,14
0.502553,-0.416253,5.496534,-0.872789,14
0.512930,-0.420554,5.493529,-0.877879,14
0.524050,-0.423956,5.490036,-0.882084,14
0.535246,-0.424535,5.487479,-0.886813,14
0.546416,-0.424393,5.485123,-0.889662,14
0.557769,-0.422350,5.483113,-0.891886,14
0.009880,-0.422243,5.482404,-0.890836,15
0.020143,-0.421983,5.482380,-0.889404,15
0.030857,-0.421658,5.482090,-0.886616,15
0.042684,-0.423225,5.481122,-0.884572,15
0.053282,-0.421867,5.480812,-0.883536,15
0.064457,-0.421940,5.479469,-0.882775,15
0.076915,-0.420832,5.479022,-0.882411,15
0.086688,-0.420681,5.478521,-0.883254,15
0.097012,-0.420560,5.479526,-0.882435,15
0.109256,-0.420715,5.479208,-0.881533,15
0.120096,-0.420661,5.479052,-0.881293,15
0.131023,-0.419260,5.478606,-0.881669,15
0.143202,-0.418159,5.477805,-0.882671,15
0.152742,-0.415895,5.477220,-0.884000,15
0.164366,-0.414046,5.476609,-0.884735,15
0.175298,-0.412023,5.476569,-0.885044,15
0.186107,-0.410545,5.476575,-0.885273,15
0.197461,-0.410561,5.476244,-0.884764,15
0.208736,-0.410137,5.475941,-0.884635,15
0.220506,-0.410738,5.475407,-0.884801,15
0.230554,-0.411069,5.474867,-0.885883,15
0.248301,-0.412108,5.474669,-0.886380,15
0.252458,-0.414139,5.474045,-0.887532,15
0.264037,-0.417165,5.473792,-0.887622,15
0.275921,-0.420218,5.473900,-0.887207,15
0.286351,-0.423443,5.473773,-0.886786,15
0.297111,-0.426137,5.473446,-0.886213,15
0.309095,-0.428567,5.473105,-0.885180,15
0.320099,-0.430833,5.472584,-0.884834,15
0.330401,-0.433498,5.472136,-0.884553,15
0.342337,-0.435772,5.471635,-0.883885,15
0.352707,-0.438276,5.471253,-0.883330,15
0.363669,-0.440195,5.470849,-0.882617,15
0.375718,-0.442585,5.470779,-0.881305,15
0.386268,-0.444747,5.470582,-0.880396,15
0.397412,-0.447044,5.470611,-0.879057,15
0.408587,-0.449114,5.470213,-0.878509,15
0.419736,-0.451415,5.469976,-0.877855,15
0.430605,-0.454807,5.469459,-0.877651,15
0.442545,-0.458341,5.469294,-0.876751,15
0.452204,-0.462337,5.468792,-0.876965,15
0.463719,-0.467079,5.468234,-0.876973,15
0.476567,-0.471991,5.467034,-0.878011,15
0.485745,-0.477723,5.465303,-0.880076,15
0.497785,-0.484601,5.461877,-0.887058,15
0.509481,-0.491440,5.457657,-0.896671,15
0.519780,-0.500421,5.452914,-0.906587,15
0.529998,-0.510572,5.446725,-0.919685,15
0.542312,-0.523267,5.438922,-0.935449,15
0.560605,-0.535157,5.429929,-0.953227,15
0.565795,-0.552273,5.420045,-0.971548,15
0.575590,-0.570667,5.408353,-0.993180,15
0.586046,-0.592154,5.394685,-1.015133,15
0.597369,-0.616096,5.381018,-1.034155,15
0.608200,-0.639461,5.366474,-1.055139,15
0.619552,-0.664139,5.352962,-1.071776,15
0.630531,-0.689154,5.341958,-1.081672,15
0.641825,-0.717055,5.331984,-1.086576,15
0.652417,-0.735230,5.321815,-1.095709,15
0.664371,-0.756099,5.312684,-1.098603,15
0.675816,-0.775488,5.306482,-1.096499,15
0.686157,-0.792824,5.299669,-1.095940,15
0.697025,-0.808167,5.293518,-1.091695,15
0.709138,-0.820717,5.288295,-1.085649,15
0.725226,-0.830741,5.283307,-1.080158,15
0.729864,-0.841122,5.283685,-1.070516,15
0.742109,-0.846630,5.283336,-1.062070,15
0.752999,-0.853215,5.284642,-1.051250,15
0.763495,-0.857821,5.285666,-1.041816,15
0.776133,-0.860673,5.288123,-1.030049,15
0.786288,-0.863873,5.290270,-1.018836,15
0.796984,-0.867180,5.292230,-1.008813,15
0.808528,-0.869642,5.293911,-0.998306,15
0.818616,-0.873518,5.296417,-0.986509,15
0.830067,-0.876133,5.299520,-0.974348,15
0.842414,-0.878050,5.302897,-0.962815,15
0.852102,-0.880926,5.306371,-0.949822,15
0.863792,-0.882212,5.309735,-0.937176,15
0.875514,-0.884452,5.313086,-0.924524,15
0.891327,-0.886435,5.316127,-0.912763,15
0.896551,-0.889113,5.319887,-0.899365,15
0.908876,-0.891494,5.322891,-0.887549,15
0.919602,-0.892398,5.326829,-0.875029,15
0.929827,-0.891694,5.331423,-0.862046,15
0.941711,-0.888441,5.336777,-0.849237,15
0.952731,-0.884387,5.342233,-0.836032,15
0.963167,-0.878713,5.348483,-0.820913,15
0.975444,-0.872283,5.355248,-0.805371,15
0.985988,-0.865766,5.361665,-0.790217,15
0.996985,-0.858615,5.368357,-0.774844,15
1.008690,-0.850734,5.375374,-0.759408,15
1.019428,-0.839793,5.382938,-0.744043,15
1.030245,-0.824985,5.392297,-0.725787,15
1.041402,-0.806257,5.402664,-0.705689,15
1.052637,-0.784401,5.413965,-0.683909,15
